time,transnational_regions,realization,t2m
1982-06-01,8,0,284.9274738697407
1982-07-01,8,0,287.59189783064903
1982-08-01,8,0,286.88653397014684
1982-09-01,8,0,285.1783818604374
1982-10-01,8,0,279.3446702831636
1982-11-01,8,0,274.3576117807545
1982-12-01,8,0,271.3625230839948
1983-01-01,8,0,270.0239056316758
1983-02-01,8,0,266.45493320138434
1983-03-01,8,0,272.76922066545427
1983-04-01,8,0,275.77830742230265
1983-05-01,8,0,280.53068369244596
1983-06-01,8,0,283.7568344543828
1983-07-01,8,0,287.6412452073422
1983-08-01,8,0,287.04091237204705
1983-09-01,8,0,283.8189223177829
1983-10-01,8,0,277.8173651972178
1983-11-01,8,0,274.2784332562262
1983-12-01,8,0,270.7235561631894
1984-01-01,8,0,270.10615418084285
1984-02-01,8,0,270.0676716724995
1984-03-01,8,0,272.188415539349
1984-04-01,8,0,276.4947056983465
1984-05-01,8,0,279.376532142482
1984-06-01,8,0,282.2263473616786
1984-07-01,8,0,285.9993981561787
1984-08-01,8,0,286.38805599556196
1984-09-01,8,0,282.34009267428854
1984-10-01,8,0,278.5974637293931
1984-11-01,8,0,275.6119481918242
1984-12-01,8,0,271.15088015203116
1985-01-01,8,0,263.41736016054926
1985-02-01,8,0,267.96625147708335
1985-03-01,8,0,272.5551788323702
1985-04-01,8,0,276.8774217603934
1985-05-01,8,0,278.67272011212106
1985-06-01,8,0,284.366873950783
1985-07-01,8,0,287.4044577075823
1985-08-01,8,0,286.0881782401966
1985-09-01,8,0,284.51419651765707
1985-10-01,8,0,278.41116044269233
1985-11-01,8,0,272.9399927143584
1985-12-01,8,0,272.24046328872595
1986-01-01,8,0,269.66543827875296
1986-02-01,8,0,267.3567962792305
1986-03-01,8,0,272.5156398978082
1986-04-01,8,0,274.8333976489308
1986-05-01,8,0,280.6814549656546
1986-06-01,8,0,283.3518414715433
1986-07-01,8,0,287.12856144475535
1986-08-01,8,0,286.0898387641038
1986-09-01,8,0,283.9088004202554
1986-10-01,8,0,278.7097470825263
1986-11-01,8,0,274.7477298993573
1986-12-01,8,0,268.23928646494494
1987-01-01,8,0,265.3994660333039
1987-02-01,8,0,269.4954073160444
1987-03-01,8,0,268.49389913083496
1987-04-01,8,0,275.8123429644685
1987-05-01,8,0,278.6122064230693
1987-06-01,8,0,283.4634106313588
1987-07-01,8,0,287.12851267333156
1987-08-01,8,0,286.88461318059933
1987-09-01,8,0,285.2094659689623
1987-10-01,8,0,279.24466838998796
1987-11-01,8,0,274.32614774008846
1987-12-01,8,0,271.32587189463874
1988-01-01,8,0,273.1301861418483
1988-02-01,8,0,270.50404489629625
1988-03-01,8,0,271.44646561402067
1988-04-01,8,0,275.90496844887133
1988-05-01,8,0,280.97090522167093
1988-06-01,8,0,284.2656266682674
1988-07-01,8,0,287.58556357432127
1988-08-01,8,0,286.90746527194335
1988-09-01,8,0,283.5609217236619
1988-10-01,8,0,278.15299810114766
1988-11-01,8,0,270.36884886692224
1988-12-01,8,0,269.5103503599107
1989-01-01,8,0,270.48784275833583
1989-02-01,8,0,272.3775661510651
1989-03-01,8,0,275.43059292869805
1989-04-01,8,0,277.4154260164074
1989-05-01,8,0,279.82414215443407
1989-06-01,8,0,283.4683462441815
1989-07-01,8,0,288.0044588858814
1989-08-01,8,0,286.499401814307
1989-09-01,8,0,284.55099100680445
1989-10-01,8,0,279.6353120449461
1989-11-01,8,0,272.69629109461715
1989-12-01,8,0,271.039398197407
1990-01-01,8,0,269.59743264397844
1990-02-01,8,0,274.0321041566125
1990-03-01,8,0,273.38558333830946
1990-04-01,8,0,276.76212909758954
1990-05-01,8,0,280.5089714106376
1990-06-01,8,0,283.3006700736003
1990-07-01,8,0,287.35791887943174
1990-08-01,8,0,287.50111921528026
1990-09-01,8,0,283.7752456447913
1990-10-01,8,0,278.9321729640793
1990-11-01,8,0,274.0449083391152
1990-12-01,8,0,270.42965742709794
1991-01-01,8,0,269.12399386698996
1991-02-01,8,0,266.0865653388213
1991-03-01,8,0,274.97656229408176
1991-04-01,8,0,275.3982327344213
1991-05-01,8,0,278.42937937492695
1991-06-01,8,0,283.5187758797663
