Código del producto (CPC),Producto,Código del año,Año,Produccion(toneladas),Area_cosechada(ha),Rendimiento(kg/ha)
1232.0,"Pepinos, pepinillos",1996,1996,389000.0,6800.0,57205.9
1232.0,"Pepinos, pepinillos",1997,1997,490000.0,7300.0,67123.3
1232.0,"Pepinos, pepinillos",1998,1998,446600.0,7130.0,62636.7
1232.0,"Pepinos, pepinillos",1999,1999,412000.0,7000.0,58857.1
1232.0,"Pepinos, pepinillos",2000,2000,425000.0,7100.0,59859.2
1232.0,"Pepinos, pepinillos",2001,2001,440000.0,7200.0,61111.1
1232.0,"Pepinos, pepinillos",2002,2002,516832.0,7756.0,66636.4
1232.0,"Pepinos, pepinillos",2003,2003,577124.0,7183.0,80345.8
1232.0,"Pepinos, pepinillos",2004,2004,550378.0,7424.0,74135.0
1232.0,"Pepinos, pepinillos",2005,2005,485170.0,7874.0,61616.7
1232.0,"Pepinos, pepinillos",2006,2006,638871.0,8138.0,78504.7
1232.0,"Pepinos, pepinillos",2007,2007,561446.0,7466.0,75200.4
1232.0,"Pepinos, pepinillos",2008,2008,670172.0,8286.0,80880.0
1232.0,"Pepinos, pepinillos",2009,2009,564569.0,8094.0,69751.5
1232.0,"Pepinos, pepinillos",2010,2010,666274.0,8235.0,80907.6
1232.0,"Pepinos, pepinillos",2011,2011,720198.0,8293.0,86844.1
1232.0,"Pepinos, pepinillos",2012,2012,749302.0,8876.0,84418.9
1232.0,"Pepinos, pepinillos",2013,2013,754400.0,8100.0,93135.8
1232.0,"Pepinos, pepinillos",2014,2014,775903.0,8899.0,87189.9
1232.0,"Pepinos, pepinillos",2015,2015,705776.0,8146.0,86640.8
1232.0,"Pepinos, pepinillos",2016,2016,630980.0,7437.0,84843.4
1232.0,"Pepinos, pepinillos",2017,2017,634824.0,7510.0,84530.5
1232.0,"Pepinos, pepinillos",2018,2018,643660.0,7500.0,85821.3
1232.0,"Pepinos, pepinillos",2019,2019,739200.0,7420.0,99622.6
1232.0,"Pepinos, pepinillos",2020,2020,794880.0,7730.0,102830.5
1232.0,"Pepinos, pepinillos",2021,2021,745910.0,7720.0,96620.5
1232.0,"Pepinos, pepinillos",2022,2022,769970.0,8010.0,96126.1
1232.0,"Pepinos, pepinillos",2023,2023,722150.0,8300.0,87006.0
1233.0,Berenjenas,1961,1961,82000.0,3500.0,23428.6
1233.0,Berenjenas,1962,1962,77200.0,3300.0,23393.9
1233.0,Berenjenas,1963,1963,78700.0,3400.0,23147.1
1233.0,Berenjenas,1964,1964,77100.0,3400.0,22676.5
1233.0,Berenjenas,1965,1965,78800.0,3400.0,23176.5
1233.0,Berenjenas,1966,1966,77300.0,3400.0,22735.3
1233.0,Berenjenas,1967,1967,91200.0,3700.0,24648.6
1233.0,Berenjenas,1968,1968,86400.0,3655.0,23638.9
1233.0,Berenjenas,1969,1969,76000.0,3244.0,23427.9
1233.0,Berenjenas,1970,1970,50300.0,2356.0,21349.7
1233.0,Berenjenas,1971,1971,51600.0,2500.0,20640.0
1233.0,Berenjenas,1972,1972,47000.0,2200.0,21363.6
1233.0,Berenjenas,1973,1973,72000.0,3300.0,21818.2
1233.0,Berenjenas,1974,1974,81900.0,3800.0,21552.6
1233.0,Berenjenas,1975,1975,102900.0,4500.0,22866.7
1233.0,Berenjenas,1976,1976,97000.0,4200.0,23095.2
1233.0,Berenjenas,1977,1977,104900.0,4500.0,23311.1
1233.0,Berenjenas,1978,1978,105400.0,4600.0,22913.0
1233.0,Berenjenas,1979,1979,118450.0,4940.0,23977.7
1233.0,Berenjenas,1980,1980,112200.0,4600.0,24391.3
1233.0,Berenjenas,1981,1981,135100.0,5200.0,25980.8
1233.0,Berenjenas,1982,1982,123400.0,4700.0,26255.3
1233.0,Berenjenas,1983,1983,125500.0,4700.0,26702.1
1233.0,Berenjenas,1984,1984,120286.0,4569.0,26326.5
1233.0,Berenjenas,1985,1985,122223.0,4495.0,27190.9
1233.0,Berenjenas,1986,1986,110700.0,4100.0,27000.0
1233.0,Berenjenas,1987,1987,125982.0,4396.0,28658.3
1233.0,Berenjenas,1988,1988,138100.0,4797.0,28788.8
1233.0,Berenjenas,1989,1989,126703.0,4284.0,29575.9
1233.0,Berenjenas,1990,1990,152542.0,4383.0,34803.1
1233.0,Berenjenas,1991,1991,131564.0,4263.0,30861.8
1233.0,Berenjenas,1992,1992,135730.0,4195.0,32355.2
1233.0,Berenjenas,1993,1993,136700.0,4028.0,33937.4
1233.0,Berenjenas,1994,1994,117792.0,3600.0,32720.0
1233.0,Berenjenas,1995,1995,131098.0,3463.0,37856.8
1233.0,Berenjenas,1996,1996,133600.0,3700.0,36108.1
1233.0,Berenjenas,1997,1997,146600.0,4200.0,34904.8
1233.0,Berenjenas,1998,1998,157239.0,3957.0,39736.9
1233.0,Berenjenas,1999,1999,149200.0,3900.0,38256.4
1233.0,Berenjenas,2000,2000,154900.0,4100.0,37780.5
1233.0,Berenjenas,2001,2001,160000.0,4200.0,38095.2
1233.0,Berenjenas,2002,2002,154412.0,3691.0,41834.7
1233.0,Berenjenas,2003,2003,175629.0,3876.0,45311.9
1233.0,Berenjenas,2004,2004,175534.0,3892.0,45101.2
1233.0,Berenjenas,2005,2005,163783.0,3710.0,44146.4
1233.0,Berenjenas,2006,2006,167991.0,3435.0,48905.7
1233.0,Berenjenas,2007,2007,179826.0,3617.0,49716.9
1233.0,Berenjenas,2008,2008,198768.0,3596.0,55274.7
1233.0,Berenjenas,2009,2009,207269.0,3747.0,55316.0
1233.0,Berenjenas,2010,2010,190195.0,3438.0,55321.4
1233.0,Berenjenas,2011,2011,215769.0,3667.0,58840.7
1233.0,Berenjenas,2012,2012,246142.0,3893.0,63226.8
1233.0,Berenjenas,2013,2013,206300.0,3700.0,55756.8
1233.0,Berenjenas,2014,2014,222762.02,3689.0,60386.1
1233.0,Berenjenas,2015,2015,244540.0,3836.0,63748.7
1233.0,Berenjenas,2016,2016,242643.0,3753.0,64653.1
1233.0,Berenjenas,2017,2017,225912.0,3580.0,63103.9
1233.0,Berenjenas,2018,2018,238330.0,3620.0,65837.0
1233.0,Berenjenas,2019,2019,245150.0,3470.0,70648.4
1233.0,Berenjenas,2020,2020,282200.0,3700.0,76270.3
1233.0,Berenjenas,2021,2021,265290.0,3590.0,73896.9
1233.0,Berenjenas,2022,2022,276320.0,3650.0,75704.1
1233.0,Berenjenas,2023,2023,260410.0,3570.0,72944.0
1234.0,"Tomates, frescos",1961,1961,1205000.0,54300.0,22191.5
1234.0,"Tomates, frescos",1962,1962,1268900.0,55900.0,22699.5
1234.0,"Tomates, frescos",1963,1963,1289700.0,56300.0,22907.6
1234.0,"Tomates, frescos",1964,1964,1406253.0,55774.0,25213.4
1234.0,"Tomates, frescos",1965,1965,1330132.0,54541.0,24387.7
1234.0,"Tomates, frescos",1966,1966,1295800.0,52200.0,24823.8
1234.0,"Tomates, frescos",1967,1967,1252535.0,52019.0,24078.4
1234.0,"Tomates, frescos",1968,1968,1307700.0,51600.0,25343.0
1234.0,"Tomates, frescos",1969,1969,1397700.0,54600.0,25598.9
1234.0,"Tomates, frescos",1970,1970,1808500.0,72537.0,24932.1
1234.0,"Tomates, frescos",1971,1971,1853900.0,71800.0,25820.3
1234.0,"Tomates, frescos",1972,1972,1953900.0,74300.0,26297.4
1234.0,"Tomates, frescos",1973,1973,2028700.0,72700.0,27905.1
1234.0,"Tomates, frescos",1974,1974,2399100.0,82200.0,29186.1
1234.0,"Tomates, frescos",1975,1975,2488100.0,81300.0,30603.9
1234.0,"Tomates, frescos",1976,1976,2078000.0,68700.0,30247.5
1234.0,"Tomates, frescos",1977,1977,2358500.0,73100.0,32264.0
1234.0,"Tomates, frescos",1978,1978,2223000.0,72200.0,30789.5
1234.0,"Tomates, frescos",1979,1979,2204100.0,63500.0,34710.2
1234.0,"Tomates, frescos",1980,1980,2147300.0,60700.0,35375.6
1234.0,"Tomates, frescos",1981,1981,2158900.0,59600.0,36223.2
1234.0,"Tomates, frescos",1982,1982,2256900.0,59300.0,38059.0
1234.0,"Tomates, frescos",1983,1983,2348600.0,59600.0,39406.0
1234.0,"Tomates, frescos",1984,1984,2510759.0,65100.0,38567.7
1234.0,"Tomates, frescos",1985,1985,2428998.0,60609.0,40076.5
1234.0,"Tomates, frescos",1986,1986,2400000.0,57000.0,42105.3
1234.0,"Tomates, frescos",1987,1987,2447000.0,56000.0,43696.4
1234.0,"Tomates, frescos",1988,1988,2581400.0,60400.0,42738.4
1234.0,"Tomates, frescos",1989,1989,2963800.0,66100.0,44838.1
1234.0,"Tomates, frescos",1990,1990,3160300.0,69900.0,45211.7
1234.0,"Tomates, frescos",1991,1991,2665300.0,59900.0,44495.8
1234.0,"Tomates, frescos",1992,1992,2647400.0,55800.0,47444.4
1234.0,"Tomates, frescos",1993,1993,2805800.0,57100.0,49138.4
1234.0,"Tomates, frescos",1994,1994,3108820.0,60155.0,51680.2
1234.0,"Tomates, frescos",1995,1995,2841100.0,55200.0,51469.2
1234.0,"Tomates, frescos",1996,1996,3326400.0,56800.0,58563.4
1234.0,"Tomates, frescos",1997,1997,3360207.0,57746.0,58189.4
1234.0,"Tomates, frescos",1998,1998,3560400.0,60200.0,59142.9
1234.0,"Tomates, frescos",1999,1999,3874720.0,63382.0,61132.8
1234.0,"Tomates, frescos",2000,2000,3766328.0,62285.0,60469.3
1234.0,"Tomates, frescos",2001,2001,3971691.0,63030.0,63012.7
1234.0,"Tomates, frescos",2002,2002,3979718.0,59266.0,67150.1
1234.0,"Tomates, frescos",2003,2003,3947327.0,62973.0,62682.8
1234.0,"Tomates, frescos",2004,2004,4383202.0,69902.0,62705.0
1234.0,"Tomates, frescos",2005,2005,4810301.0,72285.0,66546.3
1234.0,"Tomates, frescos",2006,2006,3800552.0,56690.0,67041.0
1234.0,"Tomates, frescos",2007,2007,4081477.0,53297.0,76579.9
1234.0,"Tomates, frescos",2008,2008,4049753.0,54868.0,73809.0
1234.0,"Tomates, frescos",2009,2009,4798053.0,63838.0,75159.8
1234.0,"Tomates, frescos",2010,2010,4312709.0,59267.0,72767.5
1234.0,"Tomates, frescos",2011,2011,3864120.0,51204.0,75465.2
1234.0,"Tomates, frescos",2012,2012,4046400.0,48600.0,83259.3
1234.0,"Tomates, frescos",2013,2013,3776800.0,46620.0,81012.4
1234.0,"Tomates, frescos",2014,2014,4888880.0,54750.0,89294.6
1234.0,"Tomates, frescos",2015,2015,4832700.0,58134.0,83130.4
1234.0,"Tomates, frescos",2016,2016,5233542.0,62715.0,83449.6
1234.0,"Tomates, frescos",2017,2017,5163466.0,60852.0,84852.9
1234.0,"Tomates, frescos",2018,2018,4768600.0,56130.0,84956.4
1234.0,"Tomates, frescos",2019,2019,5000560.0,56940.0,87821.6
1234.0,"Tomates, frescos",2020,2020,4312900.0,55470.0,77751.9
1234.0,"Tomates, frescos",2021,2021,4754380.0,56110.0,84733.2
1234.0,"Tomates, frescos",2022,2022,3651940.0,45150.0,80884.6
1234.0,"Tomates, frescos",2023,2023,3968460.0,50090.0,79226.6
1235.0,"Calabazas, zapayo, calabaza confitera",1961,1961,147000.0,6100.0,24098.4
1235.0,"Calabazas, zapayo, calabaza confitera",1962,1962,131000.0,5600.0,23392.9
1235.0,"Calabazas, zapayo, calabaza confitera",1963,1963,134000.0,5700.0,23508.8
1235.0,"Calabazas, zapayo, calabaza confitera",1964,1964,123000.0,5200.0,23653.8
1235.0,"Calabazas, zapayo, calabaza confitera",1965,1965,117000.0,5100.0,22941.2
1235.0,"Calabazas, zapayo, calabaza confitera",1966,1966,111800.0,5033.0,22213.4
1235.0,"Calabazas, zapayo, calabaza confitera",1967,1967,108400.0,4712.0,23005.1
1235.0,"Calabazas, zapayo, calabaza confitera",1968,1968,105000.0,4554.0,23056.7
1235.0,"Calabazas, zapayo, calabaza confitera",1969,1969,102900.0,4394.0,23418.3
1235.0,"Calabazas, zapayo, calabaza confitera",1970,1970,70800.0,3230.0,21919.5
1235.0,"Calabazas, zapayo, calabaza confitera",1971,1971,61600.0,3100.0,19871.0
1235.0,"Calabazas, zapayo, calabaza confitera",1972,1972,43300.0,2000.0,21650.0
1235.0,"Calabazas, zapayo, calabaza confitera",1973,1973,75400.0,3900.0,19333.3
1235.0,"Calabazas, zapayo, calabaza confitera",1974,1974,79900.0,4200.0,19023.8
1235.0,"Calabazas, zapayo, calabaza confitera",1975,1975,90600.0,4400.0,20590.9
1235.0,"Calabazas, zapayo, calabaza confitera",1976,1976,107600.0,4700.0,22893.6
1235.0,"Calabazas, zapayo, calabaza confitera",1977,1977,126000.0,5200.0,24230.8
1235.0,"Calabazas, zapayo, calabaza confitera",1978,1978,120800.0,5200.0,23230.8
1235.0,"Calabazas, zapayo, calabaza confitera",1979,1979,129900.0,5250.0,24742.9
1235.0,"Calabazas, zapayo, calabaza confitera",1980,1980,130000.0,5400.0,24074.1
1235.0,"Calabazas, zapayo, calabaza confitera",1981,1981,123300.0,5600.0,22017.9
1235.0,"Calabazas, zapayo, calabaza confitera",1982,1982,145700.0,5900.0,24694.9
1235.0,"Calabazas, zapayo, calabaza confitera",1983,1983,137000.0,5900.0,23220.3
1235.0,"Calabazas, zapayo, calabaza confitera",1984,1984,149857.0,5890.0,25442.6
1235.0,"Calabazas, zapayo, calabaza confitera",1985,1985,164282.0,5830.0,28178.7
1235.0,"Calabazas, zapayo, calabaza confitera",1986,1986,180500.0,6000.0,30083.3
1235.0,"Calabazas, zapayo, calabaza confitera",1987,1987,229921.0,7081.0,32470.1
1235.0,"Calabazas, zapayo, calabaza confitera",1988,1988,237300.0,7200.0,32958.3
1235.0,"Calabazas, zapayo, calabaza confitera",1989,1989,241000.0,7566.0,31853.0
1235.0,"Calabazas, zapayo, calabaza confitera",1990,1990,266200.0,7832.0,33988.8
1235.0,"Calabazas, zapayo, calabaza confitera",1991,1991,253000.0,7499.0,33737.8
1235.0,"Calabazas, zapayo, calabaza confitera",1992,1992,258800.0,7421.0,34874.0
1235.0,"Calabazas, zapayo, calabaza confitera",1993,1993,243000.0,6739.0,36058.8
1235.0,"Calabazas, zapayo, calabaza confitera",1994,1994,260797.0,6900.0,37796.7
1235.0,"Calabazas, zapayo, calabaza confitera",1995,1995,264538.0,6629.0,39906.2
1235.0,"Calabazas, zapayo, calabaza confitera",1996,1996,340845.0,8684.0,39249.8
1235.0,"Calabazas, zapayo, calabaza confitera",1997,1997,341309.0,8390.0,40680.5
1235.0,"Calabazas, zapayo, calabaza confitera",1998,1998,354884.0,8740.0,40604.6
1235.0,"Calabazas, zapayo, calabaza confitera",1999,1999,381802.0,9384.0,40686.5
1235.0,"Calabazas, zapayo, calabaza confitera",2000,2000,373310.0,9202.0,40568.4
1235.0,"Calabazas, zapayo, calabaza confitera",2001,2001,296378.0,6949.0,42650.5
1235.0,"Calabazas, zapayo, calabaza confitera",2002,2002,334500.0,7696.0,43464.1
1235.0,"Calabazas, zapayo, calabaza confitera",2003,2003,344497.0,7768.0,44348.2
1235.0,"Calabazas, zapayo, calabaza confitera",2004,2004,337000.0,7700.0,43766.2
1235.0,"Calabazas, zapayo, calabaza confitera",2005,2005,297000.0,7000.0,42428.6
1235.0,"Calabazas, zapayo, calabaza confitera",2006,2006,312000.0,7400.0,42162.2
1235.0,"Calabazas, zapayo, calabaza confitera",2007,2007,373600.0,8500.0,43952.9
1235.0,"Calabazas, zapayo, calabaza confitera",2008,2008,290000.0,8000.0,36250.0
1235.0,"Calabazas, zapayo, calabaza confitera",2009,2009,310000.0,7500.0,41333.3
1235.0,"Calabazas, zapayo, calabaza confitera",2010,2010,366500.0,7618.0,48109.7
1235.0,"Calabazas, zapayo, calabaza confitera",2011,2011,393100.0,7929.0,49577.5
1235.0,"Calabazas, zapayo, calabaza confitera",2012,2012,513964.0,10784.0,47659.9
1235.0,"Calabazas, zapayo, calabaza confitera",2013,2013,533200.0,11000.0,48472.7
1235.0,"Calabazas, zapayo, calabaza confitera",2014,2014,462266.0,10052.0,45987.5
1235.0,"Calabazas, zapayo, calabaza confitera",2015,2015,556752.8,11894.0,46811.0
1235.0,"Calabazas, zapayo, calabaza confitera",2016,2016,678652.0,14247.0,47634.7
1235.0,"Calabazas, zapayo, calabaza confitera",2017,2017,702278.0,14957.0,46953.1
1235.0,"Calabazas, zapayo, calabaza confitera",2018,2018,717650.0,15160.0,47338.4
1235.0,"Calabazas, zapayo, calabaza confitera",2019,2019,734640.0,14950.0,49139.8
1235.0,"Calabazas, zapayo, calabaza confitera",2020,2020,775090.0,15550.0,49845.0
1235.0,"Calabazas, zapayo, calabaza confitera",2021,2021,789780.0,16590.0,47605.8
1235.0,"Calabazas, zapayo, calabaza confitera",2022,2022,745270.0,15660.0,47590.7
1235.0,"Calabazas, zapayo, calabaza confitera",2023,2023,706880.0,16620.0,42531.9
1241.9,"Otras judias, verdes",1961,1961,118200.0,14350.0,8236.9
1241.9,"Otras judias, verdes",1962,1962,108400.0,14600.0,7424.7
1241.9,"Otras judias, verdes",1963,1963,91849.0,14325.0,6411.8
1241.9,"Otras judias, verdes",1964,1964,153529.0,18161.0,8453.8
1241.9,"Otras judias, verdes",1965,1965,126459.0,17925.0,7054.9
1241.9,"Otras judias, verdes",1966,1966,116900.0,16800.0,6958.3
1241.9,"Otras judias, verdes",1967,1967,109800.0,16536.0,6640.1
1241.9,"Otras judias, verdes",1968,1968,105200.0,16000.0,6575.0
1241.9,"Otras judias, verdes",1969,1969,103000.0,15462.0,6661.5
1241.9,"Otras judias, verdes",1970,1970,148600.0,20360.0,7298.6
1241.9,"Otras judias, verdes",1971,1971,191100.0,25300.0,7553.4
1241.9,"Otras judias, verdes",1972,1972,206300.0,25100.0,8219.1
1241.9,"Otras judias, verdes",1973,1973,186900.0,24000.0,7787.5
1241.9,"Otras judias, verdes",1974,1974,196400.0,24400.0,8049.2
1241.9,"Otras judias, verdes",1975,1975,204400.0,24300.0,8411.5
1241.9,"Otras judias, verdes",1976,1976,207500.0,24300.0,8539.1
1241.9,"Otras judias, verdes",1977,1977,222000.0,23800.0,9327.7
1241.9,"Otras judias, verdes",1978,1978,224360.0,25020.0,8967.2
1241.9,"Otras judias, verdes",1979,1979,224200.0,24800.0,9040.3
1241.9,"Otras judias, verdes",1980,1980,222700.0,24500.0,9089.8
1241.9,"Otras judias, verdes",1981,1981,228600.0,25600.0,8929.7
1241.9,"Otras judias, verdes",1982,1982,247600.0,25600.0,9671.9
1241.9,"Otras judias, verdes",1983,1983,241700.0,26200.0,9225.2
1241.9,"Otras judias, verdes",1984,1984,258422.0,27047.0,9554.6
1241.9,"Otras judias, verdes",1985,1985,279923.0,26479.0,10571.5
1241.9,"Otras judias, verdes",1986,1986,245000.0,25200.0,9722.2
1241.9,"Otras judias, verdes",1987,1987,264700.0,26300.0,10064.6
1241.9,"Otras judias, verdes",1988,1988,257700.0,26900.0,9579.9
1241.9,"Otras judias, verdes",1989,1989,277600.0,28100.0,9879.0
1241.9,"Otras judias, verdes",1990,1990,276500.0,26900.0,10278.8
1241.9,"Otras judias, verdes",1991,1991,260800.0,26500.0,9841.5
1241.9,"Otras judias, verdes",1992,1992,255800.0,26000.0,9838.5
1241.9,"Otras judias, verdes",1993,1993,247300.0,25500.0,9698.0
1241.9,"Otras judias, verdes",1994,1994,246000.0,24500.0,10040.8
1241.9,"Otras judias, verdes",1995,1995,222700.0,21600.0,10310.2
1241.9,"Otras judias, verdes",1996,1996,246700.0,20800.0,11860.6
1241.9,"Otras judias, verdes",1997,1997,263975.0,22124.0,11931.6
1241.9,"Otras judias, verdes",1998,1998,273300.0,20300.0,13463.1
1241.9,"Otras judias, verdes",1999,1999,297545.0,21271.0,13988.3
1241.9,"Otras judias, verdes",2000,2000,285886.0,20134.0,14199.2
1241.9,"Otras judias, verdes",2001,2001,269846.0,19269.0,14004.2
1241.9,"Otras judias, verdes",2002,2002,269763.0,19478.0,13849.6
1241.9,"Otras judias, verdes",2003,2003,258632.0,17329.0,14924.8
1241.9,"Otras judias, verdes",2004,2004,229405.0,17884.0,12827.4
1241.9,"Otras judias, verdes",2005,2005,233541.0,15989.0,14606.4
1241.9,"Otras judias, verdes",2006,2006,247896.0,16366.0,15147.0
1241.9,"Otras judias, verdes",2007,2007,220384.0,14921.0,14770.1
1241.9,"Otras judias, verdes",2008,2008,187672.0,13153.0,14268.4
1241.9,"Otras judias, verdes",2009,2009,196109.0,12162.0,16124.7
1241.9,"Otras judias, verdes",2010,2010,144301.0,8857.0,16292.3
1241.9,"Otras judias, verdes",2011,2011,152507.0,8939.0,17060.9
1241.9,"Otras judias, verdes",2012,2012,167816.0,9694.0,17311.3
1241.9,"Otras judias, verdes",2013,2013,177600.0,10000.0,17760.0
1241.9,"Otras judias, verdes",2014,2014,188210.0,10169.0,18508.2
1241.9,"Otras judias, verdes",2015,2015,179947.0,9445.0,19052.1
1241.9,"Otras judias, verdes",2016,2016,181725.0,9450.0,19230.2
1241.9,"Otras judias, verdes",2017,2017,163649.0,8509.0,19232.5
1241.9,"Otras judias, verdes",2018,2018,138930.0,7890.0,17608.4
1241.9,"Otras judias, verdes",2019,2019,143290.0,7540.0,19004.0
1241.9,"Otras judias, verdes",2020,2020,148020.0,7570.0,19553.5
1241.9,"Otras judias, verdes",2021,2021,147220.0,7980.0,18448.6
1241.9,"Otras judias, verdes",2022,2022,134100.0,7270.0,18445.7
1241.9,"Otras judias, verdes",2023,2023,119410.0,6480.0,18427.5
1242.0,"Guisantes, verdes",1961,1961,25300.0,5400.0,4685.2
1242.0,"Guisantes, verdes",1962,1962,29500.0,8215.0,3591.0
1242.0,"Guisantes, verdes",1963,1963,30345.0,9005.0,3369.8
1242.0,"Guisantes, verdes",1964,1964,58533.0,12363.0,4734.5
1242.0,"Guisantes, verdes",1965,1965,68100.0,12500.0,5448.0
1242.0,"Guisantes, verdes",1966,1966,83800.0,13425.0,6242.1
1242.0,"Guisantes, verdes",1967,1967,84100.0,14157.0,5940.5
1242.0,"Guisantes, verdes",1968,1968,104357.0,15582.0,6697.3
1242.0,"Guisantes, verdes",1969,1969,96200.0,14488.0,6640.0
1242.0,"Guisantes, verdes",1970,1970,62200.0,16233.0,3831.7
1242.0,"Guisantes, verdes",1971,1971,60600.0,15600.0,3884.6
1242.0,"Guisantes, verdes",1972,1972,51400.0,12000.0,4283.3
1242.0,"Guisantes, verdes",1973,1973,63500.0,16000.0,3968.8
1242.0,"Guisantes, verdes",1974,1974,63000.0,15200.0,4144.7
1242.0,"Guisantes, verdes",1975,1975,61700.0,14000.0,4407.1
1242.0,"Guisantes, verdes",1976,1976,56000.0,12600.0,4444.4
1242.0,"Guisantes, verdes",1977,1977,52200.0,11300.0,4619.5
1242.0,"Guisantes, verdes",1978,1978,55200.0,11500.0,4800.0
1242.0,"Guisantes, verdes",1979,1979,48300.0,10400.0,4644.2
1242.0,"Guisantes, verdes",1980,1980,49500.0,10600.0,4669.8
1242.0,"Guisantes, verdes",1981,1981,46300.0,10000.0,4630.0
1242.0,"Guisantes, verdes",1982,1982,49500.0,10400.0,4759.6
1242.0,"Guisantes, verdes",1983,1983,50600.0,10700.0,4729.0
1242.0,"Guisantes, verdes",1984,1984,47508.0,10005.0,4748.4
1242.0,"Guisantes, verdes",1985,1985,55170.0,11333.0,4868.1
1242.0,"Guisantes, verdes",1986,1986,55900.0,11300.0,4946.9
1242.0,"Guisantes, verdes",1987,1987,54400.0,10300.0,5281.6
1242.0,"Guisantes, verdes",1988,1988,59800.0,11200.0,5339.3
1242.0,"Guisantes, verdes",1989,1989,62600.0,11700.0,5350.4
1242.0,"Guisantes, verdes",1990,1990,67400.0,12200.0,5524.6
1242.0,"Guisantes, verdes",1991,1991,67200.0,11600.0,5793.1
1242.0,"Guisantes, verdes",1992,1992,64200.0,11800.0,5440.7
1242.0,"Guisantes, verdes",1993,1993,57600.0,10400.0,5538.5
1242.0,"Guisantes, verdes",1994,1994,58900.0,10500.0,5609.5
1242.0,"Guisantes, verdes",1995,1995,57600.0,9900.0,5818.2
1242.0,"Guisantes, verdes",1996,1996,66600.0,10200.0,6529.4
1242.0,"Guisantes, verdes",1997,1997,61337.0,8927.0,6871.0
1242.0,"Guisantes, verdes",1998,1998,59300.0,8900.0,6662.9
1242.0,"Guisantes, verdes",1999,1999,53066.0,8606.0,6166.2
1242.0,"Guisantes, verdes",2000,2000,51524.0,7973.0,6462.3
1242.0,"Guisantes, verdes",2001,2001,47904.0,6655.0,7198.2
1242.0,"Guisantes, verdes",2002,2002,56198.0,7691.0,7307.0
1242.0,"Guisantes, verdes",2003,2003,55225.0,7780.0,7098.3
1242.0,"Guisantes, verdes",2004,2004,69387.0,9640.0,7197.8
1242.0,"Guisantes, verdes",2005,2005,54759.0,8415.0,6507.3
1242.0,"Guisantes, verdes",2006,2006,77793.0,11470.0,6782.3
1242.0,"Guisantes, verdes",2007,2007,73937.0,12451.0,5938.2
1242.0,"Guisantes, verdes",2008,2008,75438.0,11280.0,6687.8
