Código del producto (CPC),Producto,Código del año,Año,Produccion(toneladas),Area_cosechada(ha),Rendimiento(kg/ha)
1214.0,Lechuga y achicoria,2009,2009,852988.0,32557.0,26199.8
1214.0,Lechuga y achicoria,2010,2010,809390.0,34256.0,23627.7
1214.0,Lechuga y achicoria,2011,2011,868436.0,32620.0,26622.8
1214.0,Lechuga y achicoria,2012,2012,876926.0,33196.0,26416.6
1214.0,Lechuga y achicoria,2013,2013,904300.0,33700.0,26833.8
1214.0,Lechuga y achicoria,2014,2014,902941.0,33868.0,26660.6
1214.0,Lechuga y achicoria,2015,2015,927378.0,34314.0,27026.2
1214.0,Lechuga y achicoria,2016,2016,929944.0,35646.0,26088.3
1214.0,Lechuga y achicoria,2017,2017,976112.0,34508.0,28286.5
1214.0,Lechuga y achicoria,2018,2018,938530.0,33870.0,27709.8
1214.0,Lechuga y achicoria,2019,2019,1009810.0,35360.0,28558.0
1214.0,Lechuga y achicoria,2020,2020,969060.0,34300.0,28252.5
1214.0,Lechuga y achicoria,2021,2021,1066010.0,34280.0,31097.1
1214.0,Lechuga y achicoria,2022,2022,969190.0,33540.0,28896.5
1214.0,Lechuga y achicoria,2023,2023,864570.0,33230.0,26017.8
1215.0,Espinacas,1961,1961,29000.0,2200.0,13181.8
1215.0,Espinacas,1962,1962,30000.0,2200.0,13636.4
1215.0,Espinacas,1963,1963,32000.0,2500.0,12800.0
1215.0,Espinacas,1964,1964,34000.0,2500.0,13600.0
1215.0,Espinacas,1965,1965,30000.0,2200.0,13636.4
1215.0,Espinacas,1966,1966,29400.0,2200.0,13363.6
1215.0,Espinacas,1967,1967,33800.0,2400.0,14083.3
1215.0,Espinacas,1968,1968,35000.0,2500.0,14000.0
1215.0,Espinacas,1969,1969,34700.0,2500.0,13880.0
1215.0,Espinacas,1970,1970,28800.0,2000.0,14400.0
1215.0,Espinacas,1971,1971,32900.0,2100.0,15666.7
1215.0,Espinacas,1972,1972,26100.0,1600.0,16312.5
1215.0,Espinacas,1973,1973,35700.0,2300.0,15521.7
1215.0,Espinacas,1974,1974,40900.0,2500.0,16360.0
1215.0,Espinacas,1975,1975,46500.0,2800.0,16607.1
1215.0,Espinacas,1976,1976,48500.0,2900.0,16724.1
1215.0,Espinacas,1977,1977,49100.0,2900.0,16931.0
1215.0,Espinacas,1978,1978,46800.0,3000.0,15600.0
1215.0,Espinacas,1979,1979,49060.0,2960.0,16574.3
1215.0,Espinacas,1980,1980,48900.0,2900.0,16862.1
1215.0,Espinacas,1981,1981,52800.0,3100.0,17032.3
1215.0,Espinacas,1982,1982,54100.0,3300.0,16393.9
1215.0,Espinacas,1983,1983,56300.0,3600.0,15638.9
1215.0,Espinacas,1984,1984,53670.0,3300.0,16263.6
1215.0,Espinacas,1985,1985,51530.0,3232.0,15943.7
1215.0,Espinacas,1986,1986,55800.0,3400.0,16411.8
1215.0,Espinacas,1987,1987,54690.0,3363.0,16262.3
1215.0,Espinacas,1988,1988,54100.0,3334.0,16226.8
1215.0,Espinacas,1989,1989,56490.0,3423.0,16503.1
1215.0,Espinacas,1990,1990,54913.0,3375.0,16270.5
1215.0,Espinacas,1991,1991,51100.0,3149.0,16227.4
1215.0,Espinacas,1992,1992,49765.0,3039.0,16375.5
1215.0,Espinacas,1993,1993,49527.0,3020.0,16399.7
1215.0,Espinacas,1994,1994,49959.0,3000.0,16653.0
1215.0,Espinacas,1995,1995,42348.0,2678.0,15813.3
1215.0,Espinacas,1996,1996,46400.0,2700.0,17185.2
1215.0,Espinacas,1997,1997,45407.0,2683.0,16924.0
1215.0,Espinacas,1998,1998,52640.0,3083.0,17074.3
1215.0,Espinacas,1999,1999,54800.0,3200.0,17125.0
1215.0,Espinacas,2000,2000,61638.0,3291.0,18729.3
1215.0,Espinacas,2001,2001,48017.0,2712.0,17705.4
1215.0,Espinacas,2002,2002,55931.0,3060.0,18278.1
1215.0,Espinacas,2003,2003,55054.0,2870.0,19182.6
1215.0,Espinacas,2004,2004,53723.0,2798.0,19200.5
1215.0,Espinacas,2005,2005,62262.0,3016.0,20643.9
1215.0,Espinacas,2006,2006,65030.0,3367.0,19313.9
1215.0,Espinacas,2007,2007,67167.0,3225.0,20827.0
1215.0,Espinacas,2008,2008,59476.0,2919.0,20375.5
1215.0,Espinacas,2009,2009,47983.0,2441.0,19657.1
1215.0,Espinacas,2010,2010,59403.0,3049.0,19482.8
1215.0,Espinacas,2011,2011,70571.0,3647.0,19350.4
1215.0,Espinacas,2012,2012,61814.0,3289.0,18794.2
1215.0,Espinacas,2013,2013,56700.0,3900.0,14538.5
1215.0,Espinacas,2014,2014,60800.0,3200.0,19000.0
1215.0,Espinacas,2015,2015,66989.0,3717.0,18022.3
1215.0,Espinacas,2016,2016,86990.0,5108.0,17030.1
1215.0,Espinacas,2017,2017,78802.0,4353.0,18102.9
1215.0,Espinacas,2018,2018,81530.0,4500.0,18117.8
1215.0,Espinacas,2019,2019,79220.0,4300.0,18423.3
1215.0,Espinacas,2020,2020,82880.0,4860.0,17053.5
1215.0,Espinacas,2021,2021,94750.0,5110.0,18542.1
1215.0,Espinacas,2022,2022,94510.0,5460.0,17309.5
1215.0,Espinacas,2023,2023,82000.0,4850.0,16907.2
1216.0,Alcachofas,1961,1961,91000.0,10060.0,9045.7
1216.0,Alcachofas,1962,1962,86000.0,10335.0,8321.2
1216.0,Alcachofas,1963,1963,125000.0,12185.0,10258.5
1216.0,Alcachofas,1964,1964,109000.0,13062.0,8344.8
1216.0,Alcachofas,1965,1965,124000.0,14159.0,8757.7
1216.0,Alcachofas,1966,1966,125800.0,14134.0,8900.5
1216.0,Alcachofas,1967,1967,129200.0,14561.0,8873.0
1216.0,Alcachofas,1968,1968,114700.0,13610.0,8427.6
1216.0,Alcachofas,1969,1969,101100.0,13208.0,7654.5
1216.0,Alcachofas,1970,1970,220400.0,22375.0,9850.3
1216.0,Alcachofas,1971,1971,222200.0,24000.0,9258.3
1216.0,Alcachofas,1972,1972,253500.0,21800.0,11628.4
1216.0,Alcachofas,1973,1973,298300.0,26100.0,11429.1
1216.0,Alcachofas,1974,1974,302600.0,26800.0,11291.0
1216.0,Alcachofas,1975,1975,226400.0,19300.0,11730.6
1216.0,Alcachofas,1976,1976,227000.0,21500.0,10558.1
1216.0,Alcachofas,1977,1977,250700.0,24500.0,10232.7
1216.0,Alcachofas,1978,1978,376900.0,26800.0,14063.4
1216.0,Alcachofas,1979,1979,296360.0,25940.0,11424.8
1216.0,Alcachofas,1980,1980,288200.0,21900.0,13159.8
1216.0,Alcachofas,1981,1981,248300.0,23900.0,10389.1
1216.0,Alcachofas,1982,1982,257000.0,22800.0,11271.9
1216.0,Alcachofas,1983,1983,257900.0,23500.0,10974.5
1216.0,Alcachofas,1984,1984,289057.0,25640.0,11273.7
1216.0,Alcachofas,1985,1985,268946.0,27061.0,9938.5
1216.0,Alcachofas,1986,1986,361000.0,26000.0,13884.6
1216.0,Alcachofas,1987,1987,338000.0,25320.0,13349.1
1216.0,Alcachofas,1988,1988,395700.0,28500.0,13884.2
1216.0,Alcachofas,1989,1989,478100.0,31800.0,15034.6
1216.0,Alcachofas,1990,1990,427900.0,31100.0,13758.8
1216.0,Alcachofas,1991,1991,359700.0,27200.0,13224.3
1216.0,Alcachofas,1992,1992,363700.0,25600.0,14207.0
1216.0,Alcachofas,1993,1993,334100.0,23600.0,14156.8
1216.0,Alcachofas,1994,1994,283200.0,21800.0,12990.8
1216.0,Alcachofas,1995,1995,250700.0,18400.0,13625.0
1216.0,Alcachofas,1996,1996,278400.0,19100.0,14575.9
1216.0,Alcachofas,1997,1997,274425.0,18472.0,14856.3
1216.0,Alcachofas,1998,1998,264600.0,18463.0,14331.4
1216.0,Alcachofas,1999,1999,289652.0,18817.0,15393.1
1216.0,Alcachofas,2000,2000,290189.0,19656.0,14763.4
1216.0,Alcachofas,2001,2001,277377.0,18708.0,14826.7
1216.0,Alcachofas,2002,2002,289417.0,19289.0,15004.3
1216.0,Alcachofas,2003,2003,306484.0,19094.0,16051.3
1216.0,Alcachofas,2004,2004,300216.0,18142.0,16548.1
1216.0,Alcachofas,2005,2005,200135.0,18792.0,10650.0
1216.0,Alcachofas,2006,2006,228219.0,18097.0,12610.9
1216.0,Alcachofas,2007,2007,226281.0,17277.0,13097.2
1216.0,Alcachofas,2008,2008,203301.0,16042.0,12673.0
1216.0,Alcachofas,2009,2009,194099.0,15190.0,12778.1
1216.0,Alcachofas,2010,2010,166662.0,14726.0,11317.5
1216.0,Alcachofas,2011,2011,182120.0,15144.0,12025.9
1216.0,Alcachofas,2012,2012,195342.0,15638.0,12491.5
1216.0,Alcachofas,2013,2013,199900.0,15400.0,12980.5
1216.0,Alcachofas,2014,2014,234091.0,17428.0,13431.9
1216.0,Alcachofas,2015,2015,204111.0,15002.0,13605.6
1216.0,Alcachofas,2016,2016,225619.0,16045.0,14061.6
1216.0,Alcachofas,2017,2017,223150.0,16403.0,13604.2
1216.0,Alcachofas,2018,2018,208460.0,15580.0,13380.0
1216.0,Alcachofas,2019,2019,199940.0,14490.0,13798.5
1216.0,Alcachofas,2020,2020,196970.0,13760.0,14314.7
1216.0,Alcachofas,2021,2021,214560.0,14800.0,14497.3
1216.0,Alcachofas,2022,2022,200070.0,14530.0,13769.4
1216.0,Alcachofas,2023,2023,182580.0,12800.0,14264.1
1221.0,Sandías,1961,1961,328935.0,22995.0,14304.6
1221.0,Sandías,1962,1962,297652.0,22155.0,13435.0
1221.0,Sandías,1963,1963,301785.0,21944.0,13752.5
1221.0,Sandías,1964,1964,274816.0,19926.0,13791.8
1221.0,Sandías,1965,1965,206400.0,16460.0,12539.5
1221.0,Sandías,1966,1966,211000.0,17973.0,11739.8
1221.0,Sandías,1967,1967,209876.0,17513.0,11984.0
1221.0,Sandías,1968,1968,209695.0,17840.0,11754.2
1221.0,Sandías,1969,1969,208100.0,16319.0,12752.0
1221.0,Sandías,1970,1970,204900.0,15757.0,13003.7
1221.0,Sandías,1971,1971,238200.0,17200.0,13848.8
1221.0,Sandías,1972,1972,233600.0,17400.0,13425.3
1221.0,Sandías,1973,1973,360600.0,22300.0,16170.4
1221.0,Sandías,1974,1974,417400.0,25600.0,16304.7
1221.0,Sandías,1975,1975,527900.0,29500.0,17894.9
1221.0,Sandías,1976,1976,517600.0,29600.0,17486.5
1221.0,Sandías,1977,1977,449300.0,25900.0,17347.5
1221.0,Sandías,1978,1978,459800.0,28200.0,16305.0
1221.0,Sandías,1979,1979,552100.0,29600.0,18652.0
1221.0,Sandías,1980,1980,527400.0,29100.0,18123.7
1221.0,Sandías,1981,1981,556600.0,30500.0,18249.2
1221.0,Sandías,1982,1982,552800.0,29300.0,18866.9
1221.0,Sandías,1983,1983,572400.0,29000.0,19737.9
1221.0,Sandías,1984,1984,558325.0,29232.0,19099.8
1221.0,Sandías,1985,1985,568572.0,27957.0,20337.4
1221.0,Sandías,1986,1986,539600.0,25800.0,20914.7
1221.0,Sandías,1987,1987,629400.0,27400.0,22970.8
1221.0,Sandías,1988,1988,627300.0,27500.0,22810.9
1221.0,Sandías,1989,1989,653700.0,29500.0,22159.3
1221.0,Sandías,1990,1990,815700.0,30800.0,26483.8
1221.0,Sandías,1991,1991,680000.0,27300.0,24908.4
1221.0,Sandías,1992,1992,648000.0,26200.0,24732.8
1221.0,Sandías,1993,1993,604000.0,23200.0,26034.5
1221.0,Sandías,1994,1994,584900.0,22300.0,26228.7
1221.0,Sandías,1995,1995,730000.0,21800.0,33486.2
1221.0,Sandías,1996,1996,651400.0,20100.0,32408.0
1221.0,Sandías,1997,1997,673437.0,20218.0,33308.8
1221.0,Sandías,1998,1998,757400.0,19700.0,38446.7
1221.0,Sandías,1999,1999,703600.0,18600.0,37828.0
1221.0,Sandías,2000,2000,717422.0,18300.0,39203.4
1221.0,Sandías,2001,2001,664596.0,17658.0,37637.1
1221.0,Sandías,2002,2002,622546.0,15677.0,39710.8
1221.0,Sandías,2003,2003,733047.0,16022.0,45752.5
1221.0,Sandías,2004,2004,816208.0,17209.0,47429.1
1221.0,Sandías,2005,2005,719621.0,16235.0,44325.3
1221.0,Sandías,2006,2006,730902.0,16174.0,45189.9
1221.0,Sandías,2007,2007,790947.0,16861.0,46909.9
1221.0,Sandías,2008,2008,723164.0,15674.0,46137.8
1221.0,Sandías,2009,2009,851976.0,18082.0,47117.4
1221.0,Sandías,2010,2010,782430.0,18648.0,41957.9
1221.0,Sandías,2011,2011,766301.0,17783.0,43091.8
1221.0,Sandías,2012,2012,871324.0,18942.0,45999.6
1221.0,Sandías,2013,2013,869500.0,17900.0,48575.4
1221.0,Sandías,2014,2014,858575.0,17949.0,47834.1
1221.0,Sandías,2015,2015,1039698.0,19147.0,54300.8
1221.0,Sandías,2016,2016,1092075.0,19156.0,57009.6
1221.0,Sandías,2017,2017,1113192.0,20026.0,55587.3
1221.0,Sandías,2018,2018,1092400.0,20400.0,53549.0
1221.0,Sandías,2019,2019,1200090.0,21460.0,55922.2
1221.0,Sandías,2020,2020,1234850.0,21620.0,57116.1
1221.0,Sandías,2021,2021,1382280.0,23990.0,57619.0
1221.0,Sandías,2022,2022,1164990.0,21700.0,53686.2
1221.0,Sandías,2023,2023,1168930.0,21460.0,54470.2
1229.0,Melón Cantalupo y otros melones,1961,1961,593144.0,43980.0,13486.7
1229.0,Melón Cantalupo y otros melones,1962,1962,556710.0,42285.0,13165.7
1229.0,Melón Cantalupo y otros melones,1963,1963,623499.0,46120.0,13519.1
1229.0,Melón Cantalupo y otros melones,1964,1964,642364.0,48942.0,13125.0
1229.0,Melón Cantalupo y otros melones,1965,1965,575200.0,43613.0,13188.7
1229.0,Melón Cantalupo y otros melones,1966,1966,633100.0,51200.0,12365.2
1229.0,Melón Cantalupo y otros melones,1967,1967,566301.0,49500.0,11440.4
1229.0,Melón Cantalupo y otros melones,1968,1968,639400.0,59340.0,10775.2
1229.0,Melón Cantalupo y otros melones,1969,1969,599920.0,50574.0,11862.2
1229.0,Melón Cantalupo y otros melones,1970,1970,607800.0,57430.0,10583.3
1229.0,Melón Cantalupo y otros melones,1971,1971,671800.0,59900.0,11215.4
1229.0,Melón Cantalupo y otros melones,1972,1972,754200.0,62700.0,12028.7
1229.0,Melón Cantalupo y otros melones,1973,1973,771500.0,62700.0,12304.6
1229.0,Melón Cantalupo y otros melones,1974,1974,695300.0,58700.0,11845.0
1229.0,Melón Cantalupo y otros melones,1975,1975,885100.0,67400.0,13132.0
1229.0,Melón Cantalupo y otros melones,1976,1976,889700.0,69400.0,12819.9
1229.0,Melón Cantalupo y otros melones,1977,1977,726500.0,62400.0,11642.6
1229.0,Melón Cantalupo y otros melones,1978,1978,676500.0,62400.0,10841.3
1229.0,Melón Cantalupo y otros melones,1979,1979,757400.0,67600.0,11204.1
1229.0,Melón Cantalupo y otros melones,1980,1980,825100.0,66600.0,12388.9
1229.0,Melón Cantalupo y otros melones,1981,1981,759000.0,70800.0,10720.3
1229.0,Melón Cantalupo y otros melones,1982,1982,850800.0,66500.0,12794.0
1229.0,Melón Cantalupo y otros melones,1983,1983,738000.0,63400.0,11640.4
1229.0,Melón Cantalupo y otros melones,1984,1984,798573.0,66132.0,12075.4
1229.0,Melón Cantalupo y otros melones,1985,1985,845667.0,63790.0,13257.0
1229.0,Melón Cantalupo y otros melones,1986,1986,951500.0,66900.0,14222.7
1229.0,Melón Cantalupo y otros melones,1987,1987,908600.0,66600.0,13642.6
1229.0,Melón Cantalupo y otros melones,1988,1988,903100.0,73400.0,12303.8
1229.0,Melón Cantalupo y otros melones,1989,1989,916200.0,68000.0,13473.5
1229.0,Melón Cantalupo y otros melones,1990,1990,947200.0,61500.0,15401.6
1229.0,Melón Cantalupo y otros melones,1991,1991,915500.0,60500.0,15132.2
1229.0,Melón Cantalupo y otros melones,1992,1992,864500.0,56200.0,15382.6
1229.0,Melón Cantalupo y otros melones,1993,1993,852800.0,50500.0,16887.1
1229.0,Melón Cantalupo y otros melones,1994,1994,877300.0,47200.0,18586.9
1229.0,Melón Cantalupo y otros melones,1995,1995,860200.0,42200.0,20383.9
1229.0,Melón Cantalupo y otros melones,1996,1996,967900.0,43400.0,22301.8
1229.0,Melón Cantalupo y otros melones,1997,1997,920900.0,43200.0,21317.1
1229.0,Melón Cantalupo y otros melones,1998,1998,1020000.0,43700.0,23341.0
1229.0,Melón Cantalupo y otros melones,1999,1999,1183900.0,44600.0,26544.8
1229.0,Melón Cantalupo y otros melones,2000,2000,1006500.0,39500.0,25481.0
1229.0,Melón Cantalupo y otros melones,2001,2001,984100.0,38500.0,25561.0
1229.0,Melón Cantalupo y otros melones,2002,2002,1101779.0,39156.0,28138.2
1229.0,Melón Cantalupo y otros melones,2003,2003,1071189.0,38873.0,27556.1
1229.0,Melón Cantalupo y otros melones,2004,2004,1071154.0,37594.0,28492.7
1229.0,Melón Cantalupo y otros melones,2005,2005,1086718.0,40423.0,26883.7
1229.0,Melón Cantalupo y otros melones,2006,2006,1087917.0,40294.0,26999.5
1229.0,Melón Cantalupo y otros melones,2007,2007,1183154.0,38688.0,30581.9
1229.0,Melón Cantalupo y otros melones,2008,2008,1042439.0,33388.0,31222.0
1229.0,Melón Cantalupo y otros melones,2009,2009,984786.0,31327.0,31435.7
1229.0,Melón Cantalupo y otros melones,2010,2010,926693.0,30601.0,30283.1
1229.0,Melón Cantalupo y otros melones,2011,2011,871996.0,28561.0,30531.0
1229.0,Melón Cantalupo y otros melones,2012,2012,882869.0,28130.0,31385.3
1229.0,Melón Cantalupo y otros melones,2013,2013,857000.0,26700.0,32097.4
1229.0,Melón Cantalupo y otros melones,2014,2014,750151.0,23790.0,31532.2
1229.0,Melón Cantalupo y otros melones,2015,2015,692056.0,22144.0,31252.5
1229.0,Melón Cantalupo y otros melones,2016,2016,649767.0,20686.0,31411.0
1229.0,Melón Cantalupo y otros melones,2017,2017,655677.0,20473.0,32026.4
1229.0,Melón Cantalupo y otros melones,2018,2018,664350.0,19030.0,34910.7
1229.0,Melón Cantalupo y otros melones,2019,2019,660190.0,19690.0,33529.2
1229.0,Melón Cantalupo y otros melones,2020,2020,610980.0,18520.0,32990.3
1229.0,Melón Cantalupo y otros melones,2021,2021,652600.0,19260.0,33883.7
1229.0,Melón Cantalupo y otros melones,2022,2022,524040.0,16220.0,32308.3
1229.0,Melón Cantalupo y otros melones,2023,2023,516520.0,16570.0,31172.0
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1961,1961,356700.0,20300.0,17571.4
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1962,1962,333500.0,21900.0,15228.3
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1963,1963,402700.0,22900.0,17585.2
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1964,1964,367300.0,20800.0,17658.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1965,1965,383000.0,21600.0,17731.5
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1966,1966,361700.0,22700.0,15933.9
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1967,1967,384100.0,23500.0,16344.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1968,1968,392200.0,23500.0,16689.4
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1969,1969,372100.0,22265.0,16712.3
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1970,1970,394500.0,24200.0,16301.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1971,1971,384300.0,23600.0,16283.9
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1972,1972,439800.0,27700.0,15877.3
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1973,1973,544500.0,31200.0,17451.9
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1974,1974,456800.0,27800.0,16431.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1975,1975,460000.0,27700.0,16606.5
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1976,1976,492000.0,29700.0,16565.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1977,1977,480900.0,28800.0,16697.9
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1978,1978,522400.0,29000.0,18013.8
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1979,1979,538300.0,28600.0,18821.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1980,1980,551400.0,26900.0,20498.1
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1981,1981,549800.0,26700.0,20591.8
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1982,1982,579400.0,27600.0,20992.8
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1983,1983,601700.0,25700.0,23412.5
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1984,1984,635058.0,27360.0,23211.2
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1985,1985,670552.0,26284.0,25511.8
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1986,1986,692800.0,27200.0,25470.6
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1987,1987,700200.0,27100.0,25837.6
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1988,1988,724200.0,25400.0,28511.8
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1989,1989,795400.0,27400.0,29029.2
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1990,1990,900500.0,28400.0,31707.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1991,1991,731600.0,25900.0,28247.1
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1992,1992,755300.0,26400.0,28609.8
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1993,1993,733800.0,25200.0,29119.0
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1994,1994,742600.0,24500.0,30310.2
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1995,1995,790500.0,22900.0,34519.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1996,1996,867700.0,23200.0,37400.9
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1997,1997,893275.0,22856.0,39082.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1998,1998,890070.0,22350.0,39824.2
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",1999,1999,924100.0,22600.0,40889.4
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2000,2000,946762.0,23204.0,40801.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2001,2001,979151.0,22786.0,42971.6
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2002,2002,1056184.0,21964.0,48087.1
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2003,2003,1056181.0,22388.0,47176.2
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2004,2004,1077025.0,22895.0,47041.9
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2005,2005,1060362.0,23672.0,44793.9
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2006,2006,1147774.0,23699.0,48431.3
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2007,2007,1057533.0,21798.0,48515.1
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2008,2008,918140.0,18861.0,48679.3
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2009,2009,932191.0,19099.0,48808.4
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2010,2010,875657.0,18139.0,48274.8
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2011,2011,921089.0,17739.0,51924.5
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2012,2012,970296.0,17440.0,55636.2
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2013,2013,999600.0,18100.0,55226.5
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2014,2014,1130340.0,18513.0,61056.6
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2015,2015,1102522.0,18263.0,60369.2
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2016,2016,1175635.0,19623.0,59911.1
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2017,2017,1277908.0,20498.0,62343.1
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2018,2018,1275460.0,20580.0,61975.7
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2019,2019,1402380.0,21430.0,65440.0
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2020,2020,1472850.0,21750.0,67717.2
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2021,2021,1511560.0,22240.0,67965.8
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2022,2022,1533280.0,22260.0,68880.5
1231.0,"Ajíes y pimientos, verdes (capsicum y pimenta)",2023,2023,1389830.0,21670.0,64136.1
1232.0,"Pepinos, pepinillos",1961,1961,60538.0,3455.0,17521.9
1232.0,"Pepinos, pepinillos",1962,1962,68402.0,3845.0,17789.9
1232.0,"Pepinos, pepinillos",1963,1963,72052.0,4183.0,17225.0
1232.0,"Pepinos, pepinillos",1964,1964,75684.0,3719.0,20350.6
1232.0,"Pepinos, pepinillos",1965,1965,74556.0,4135.0,18030.5
1232.0,"Pepinos, pepinillos",1966,1966,81400.0,4400.0,18500.0
1232.0,"Pepinos, pepinillos",1967,1967,86702.0,4671.0,18561.8
1232.0,"Pepinos, pepinillos",1968,1968,89400.0,4620.0,19350.6
1232.0,"Pepinos, pepinillos",1969,1969,86336.0,4573.0,18879.5
1232.0,"Pepinos, pepinillos",1970,1970,78000.0,4000.0,19500.0
1232.0,"Pepinos, pepinillos",1971,1971,89300.0,4100.0,21780.5
1232.0,"Pepinos, pepinillos",1972,1972,94700.0,3885.0,24375.8
1232.0,"Pepinos, pepinillos",1973,1973,127300.0,5700.0,22333.3
1232.0,"Pepinos, pepinillos",1974,1974,174800.0,6800.0,25705.9
1232.0,"Pepinos, pepinillos",1975,1975,196700.0,7100.0,27704.2
1232.0,"Pepinos, pepinillos",1976,1976,202700.0,6600.0,30712.1
1232.0,"Pepinos, pepinillos",1977,1977,226600.0,6500.0,34861.5
1232.0,"Pepinos, pepinillos",1978,1978,234600.0,7100.0,33042.3
1232.0,"Pepinos, pepinillos",1979,1979,278200.0,8406.0,33095.4
1232.0,"Pepinos, pepinillos",1980,1980,280610.0,7313.0,38371.4
1232.0,"Pepinos, pepinillos",1981,1981,273610.0,7157.0,38229.7
1232.0,"Pepinos, pepinillos",1982,1982,288200.0,7289.0,39539.0
1232.0,"Pepinos, pepinillos",1983,1983,281630.0,7520.0,37450.8
1232.0,"Pepinos, pepinillos",1984,1984,262347.0,7840.0,33462.6
1232.0,"Pepinos, pepinillos",1985,1985,287719.0,8899.0,32331.6
1232.0,"Pepinos, pepinillos",1986,1986,280942.0,8464.0,33192.6
1232.0,"Pepinos, pepinillos",1987,1987,354356.0,7960.0,44517.1
1232.0,"Pepinos, pepinillos",1988,1988,356424.0,8249.0,43208.1
1232.0,"Pepinos, pepinillos",1989,1989,346082.0,8935.0,38733.3
1232.0,"Pepinos, pepinillos",1990,1990,330225.0,9086.0,36344.4
1232.0,"Pepinos, pepinillos",1991,1991,336276.0,8095.0,41541.2
1232.0,"Pepinos, pepinillos",1992,1992,328654.0,7335.0,44806.3
1232.0,"Pepinos, pepinillos",1993,1993,335700.0,7083.0,47395.2
1232.0,"Pepinos, pepinillos",1994,1994,338908.0,7000.0,48415.4
1232.0,"Pepinos, pepinillos",1995,1995,341674.0,6627.0,51557.9
